,Diease_Code,Symptom_Code,Score
1406,UMLS:C0006826,UMLS:C0577559,0
1407,UMLS:C0006826,UMLS:C0221198,0
1408,UMLS:C0006826,UMLS:C0018834,0
1409,UMLS:C0006826,UMLS:C0028081,0
1410,UMLS:C0006826,UMLS:C0205400,0
1411,UMLS:C0006826,UMLS:C0085593,0
1412,UMLS:C0006826,UMLS:C0029053,0
1413,UMLS:C0006826,UMLS:C0000737,0
1414,UMLS:C0006826,UMLS:C0541911,0
1415,UMLS:C0006826,UMLS:C0149696,0
1416,UMLS:C0006826,UMLS:C0476273,0
1417,UMLS:C0006826,UMLS:C0020649,0
1418,UMLS:C1145670,UMLS:C0018991,0
1419,UMLS:C1145670,UMLS:C0037384,0
1420,UMLS:C1145670,UMLS:C0241526,0
1421,UMLS:C1145670,UMLS:C0239134,0
1422,UMLS:C1145670,UMLS:C0013404,0
1423,UMLS:C1145670,UMLS:C0231835,0
1424,UMLS:C1145670,UMLS:C0020461,0
1425,UMLS:C1145670,UMLS:C0086439,0
1426,UMLS:C1145670,UMLS:C0232201,0
1427,UMLS:C1145670,UMLS:C0427108,0
1428,UMLS:C1145670,UMLS:C0006318,0
1429,UMLS:C1145670,UMLS:C0239110,0
1430,UMLS:C1145670,UMLS:C0392680,1
1431,UMLS:C1145670,UMLS:C0221198,0
1432,UMLS:C1145670,UMLS:C0332575,0
1433,UMLS:C0025202,UMLS:C0577559,0
1434,UMLS:C0025202,UMLS:C0221166,0
1435,UMLS:C0025202,UMLS:C0015967,0
1436,UMLS:C0025202,UMLS:C0232995,0
1437,UMLS:C0025202,UMLS:C0030193,0
1438,UMLS:C0025202,UMLS:C0033774,0
1439,UMLS:C0025202,UMLS:C0024103,0
1440,UMLS:C0025202,UMLS:C0042963,0
1441,UMLS:C0025202,UMLS:C0011991,0
1442,UMLS:C0017160,UMLS:C0000737,0
1443,UMLS:C0017160,UMLS:C0476287,0
1444,UMLS:C0017160,UMLS:C0027497,0
1445,UMLS:C0017160,UMLS:C0043096,0
1446,UMLS:C0017160,UMLS:C0234233,0
1447,UMLS:C0017160,UMLS:C0240962,0
1448,UMLS:C0017160,UMLS:C0015967,0
1449,UMLS:C0017160,UMLS:C0231528,0
1450,UMLS:C0017160,UMLS:C0020625,0
1451,UMLS:C0017160,UMLS:C0232602,0
1452,UMLS:C0017160,UMLS:C0577559,0
1453,UMLS:C0017160,UMLS:C0043096,0
1454,UMLS:C0242379,UMLS:C0221198,0
1455,UMLS:C0242379,UMLS:C0010200,0
1456,UMLS:C0242379,UMLS:C0034079,0
1457,UMLS:C0242379,UMLS:C0392680,1
1458,UMLS:C0242379,UMLS:C0019079,0
1459,UMLS:C0242379,UMLS:C0742985,0
1460,UMLS:C0242379,UMLS:C0232517,0
1461,UMLS:C0242379,UMLS:C0234238,0
1462,UMLS:C0242379,UMLS:C0034642,0
1463,UMLS:C0242379,UMLS:C0028081,0
1464,UMLS:C0242379,UMLS:C0029053,0
1465,UMLS:C0242379,UMLS:C0004093,0
1466,UMLS:C0242379,UMLS:C1513183,0
1467,UMLS:C0242379,UMLS:C0085631,0
1468,UMLS:C0242379,UMLS:C0022107,0
1469,UMLS:C0024713,UMLS:C0455769,0
1470,UMLS:C0024713,UMLS:C0438696,0
1471,UMLS:C0024713,UMLS:C0917799,0
1472,UMLS:C0024713,UMLS:C0424000,0
1473,UMLS:C0024713,UMLS:C0948786,0
1474,UMLS:C0024713,UMLS:C0233762,0
1475,UMLS:C0024713,UMLS:C0233763,0
1476,UMLS:C0024713,UMLS:C0233492,0
1477,UMLS:C0024713,UMLS:C0424068,0
1478,UMLS:C0024713,UMLS:C0150041,0
1479,UMLS:C0024713,UMLS:C1299586,0
1480,UMLS:C0024713,UMLS:C0231187,0
1481,UMLS:C0024713,UMLS:C0558089,0
1482,UMLS:C0024713,UMLS:C0438696,0
1483,UMLS:C0024713,UMLS:C0424000,0
1484,UMLS:C0031212,UMLS:C0028084,0
1485,UMLS:C0031212,UMLS:C0150041,0
1486,UMLS:C0031212,UMLS:C0558141,0
1487,UMLS:C0031212,UMLS:C0233762,0
1488,UMLS:C0031212,UMLS:C0022107,0
1489,UMLS:C0031212,UMLS:C0917801,0
1490,UMLS:C0031212,UMLS:C0085631,0
1491,UMLS:C0031212,UMLS:C0424109,0
1492,UMLS:C0031212,UMLS:C0344315,0
1493,UMLS:C0031212,UMLS:C1384489,0
1494,UMLS:C0031212,UMLS:C0027498,0
1495,UMLS:C0031212,UMLS:C0277794,0
1496,UMLS:C0031212,UMLS:C0748706,0
1497,UMLS:C0031212,UMLS:C0233481,0
1498,UMLS:C0031212,UMLS:C0014394,0
1499,UMLS:C0031212,UMLS:C0237154,0
1500,UMLS:C0031212,UMLS:C0027769,0
1501,UMLS:C0031212,UMLS:C0003962,0
1502,UMLS:C0031212,UMLS:C0033774,0
1503,UMLS:C0019204,UMLS:C0577559,0
1504,UMLS:C0019204,UMLS:C0038002,0
1505,UMLS:C0019204,UMLS:C0221198,0
1506,UMLS:C0019204,UMLS:C0030552,0
1507,UMLS:C0019204,UMLS:C1269955,0
1508,UMLS:C0019204,UMLS:C0848277,0
1509,UMLS:C0019204,UMLS:C0019080,0
1510,UMLS:C0019204,UMLS:C0205400,0
1511,UMLS:C0019204,UMLS:C0085632,0
1512,UMLS:C0019204,UMLS:C0006625,0
1513,UMLS:C0019204,UMLS:C0020672,0
1514,UMLS:C0019204,UMLS:C0000737,0
1515,UMLS:C0019204,UMLS:C0019209,0
1516,UMLS:C0019204,UMLS:C0744727,0
1517,UMLS:C0019204,UMLS:C0085628,0
1518,UMLS:C0019204,UMLS:C0043096,0
1519,UMLS:C0019204,UMLS:C0392680,1
1520,UMLS:C0019204,UMLS:C0010200,0
1521,UMLS:C0034067,UMLS:C0474395,0
1522,UMLS:C0034067,UMLS:C0241158,0
1523,UMLS:C0034067,UMLS:C0231807,0
1524,UMLS:C0034067,UMLS:C0520966,0
1525,UMLS:C0034067,UMLS:C0231528,0
1526,UMLS:C0034067,UMLS:C0020440,0
1527,UMLS:C0034067,UMLS:C0392162,0
1528,UMLS:C0034067,UMLS:C0557075,0
1529,UMLS:C0034067,UMLS:C0848277,0
1530,UMLS:C0034067,UMLS:C0859032,0
1531,UMLS:C0034067,UMLS:C0028081,0
1532,UMLS:C0034067,UMLS:C0006625,0
1533,UMLS:C0034067,UMLS:C0436331,0
1534,UMLS:C0034067,UMLS:C0013404,0
1535,UMLS:C0034067,UMLS:C0034642,0
1536,UMLS:C0034067,UMLS:C0016382,0
1537,UMLS:C0034067,UMLS:C0221150,0
1538,UMLS:C0034067,UMLS:C0003862,0
1539,UMLS:C0034067,UMLS:C0008301,0
1540,UMLS:C0034067,UMLS:C0232726,0
1541,UMLS:C0034067,UMLS:C0009806,0
1542,UMLS:C0019112,UMLS:C0019080,0
1543,UMLS:C0019112,UMLS:C0232695,0
1544,UMLS:C0019112,UMLS:C0278014,0
1545,UMLS:C0019112,UMLS:C0027498,0
1546,UMLS:C0019112,UMLS:C0020175,0
1547,UMLS:C0019112,UMLS:C0011991,0
1548,UMLS:C0019112,UMLS:C0012833,0
1549,UMLS:C0019112,UMLS:C0020625,0
1550,UMLS:C0019112,UMLS:C0009024,0
1551,UMLS:C0019112,UMLS:C0030193,0
1552,UMLS:C0019112,UMLS:C1321756,0
1553,UMLS:C0019112,UMLS:C0085624,0
1554,UMLS:C0019112,UMLS:C0744492,0
1555,UMLS:C0019112,UMLS:C0239832,0
1556,UMLS:C0019112,UMLS:C0043144,0
1557,UMLS:C0019112,UMLS:C0010200,0
1558,UMLS:C0006266,UMLS:C0392680,1
1559,UMLS:C0006266,UMLS:C0241158,0
1560,UMLS:C0006266,UMLS:C0277797,1
1561,UMLS:C0006266,UMLS:C0262581,0
1562,UMLS:C0006266,UMLS:C0030193,0
1563,UMLS:C0006266,UMLS:C0239134,0
1564,UMLS:C0006266,UMLS:C0242429,0
1565,UMLS:C0006266,UMLS:C0013404,0
1566,UMLS:C0006266,UMLS:C0232292,0
1567,UMLS:C0006266,UMLS:C0700292,0
1568,UMLS:C0006266,UMLS:C0231835,0
1569,UMLS:C0006266,UMLS:C0234215,0
1570,UMLS:C0006266,UMLS:C0015967,0
1571,UMLS:C0006266,UMLS:C0042963,0
1572,UMLS:C0006266,UMLS:C0035508,0
1573,UMLS:C0006266,UMLS:C0018991,0
1574,UMLS:C0006266,UMLS:C0231890,0
1575,UMLS:C0003537,UMLS:C0009024,0
1576,UMLS:C0003537,UMLS:C0231872,0
1577,UMLS:C0003537,UMLS:C0427055,0
1578,UMLS:C0003537,UMLS:C0221470,0
1579,UMLS:C0003537,UMLS:C0231530,0
1580,UMLS:C0003537,UMLS:C0522224,0
1581,UMLS:C0003537,UMLS:C0024031,0
1582,UMLS:C0003537,UMLS:C0277823,0
1583,UMLS:C0028756,UMLS:C0848168,0
1584,UMLS:C0028756,UMLS:C0205254,0
1585,UMLS:C0028756,UMLS:C0002962,0
1586,UMLS:C0028756,UMLS:C0010200,0
1587,UMLS:C0028756,UMLS:C0847488,0
1588,UMLS:C0028756,UMLS:C0553668,0
1589,UMLS:C0028756,UMLS:C0020672,0
1590,UMLS:C0028756,UMLS:C0013404,0
1591,UMLS:C0028756,UMLS:C0744727,0
1592,UMLS:C0028756,UMLS:C0043144,0
1593,UMLS:C0028756,UMLS:C0700292,0
1594,UMLS:C0028756,UMLS:C0235634,0
1595,UMLS:C0028756,UMLS:C0424749,0
1596,UMLS:C0034186,UMLS:C0015967,0
1597,UMLS:C0034186,UMLS:C0030193,0
1598,UMLS:C0034186,UMLS:C0085606,0
1599,UMLS:C0034186,UMLS:C0018965,0
1600,UMLS:C0034186,UMLS:C0042963,0
1601,UMLS:C0034186,UMLS:C0085593,0
1602,UMLS:C0034186,UMLS:C0011991,0
1603,UMLS:C0034186,UMLS:C0027497,0
1604,UMLS:C0034186,UMLS:C0000737,0
1605,UMLS:C0034186,UMLS:C0231528,0
1606,UMLS:C0034186,UMLS:C0015967,0
1607,UMLS:C0034186,UMLS:C0085593,0
1608,UMLS:C0014118,UMLS:C0008033,0
1609,UMLS:C0014118,UMLS:C0205400,0
1610,UMLS:C0014118,UMLS:C0231528,0
1611,UMLS:C0014118,UMLS:C0277797,1
1612,UMLS:C0014118,UMLS:C0028081,0
1613,UMLS:C0014118,UMLS:C1517205,0
1614,UMLS:C0014118,UMLS:C0392680,1
1615,UMLS:C0014118,UMLS:C0085619,0
1616,UMLS:C0014118,UMLS:C0549483,0
1617,UMLS:C0014118,UMLS:C0020649,0
1618,UMLS:C0014118,UMLS:C0010200,0
1619,UMLS:C0014118,UMLS:C1513183,0
1620,UMLS:C0014118,UMLS:C0238844,0
1621,UMLS:C0014118,UMLS:C0043096,0
1622,UMLS:C0014118,,0
1623,UMLS:C0014118,UMLS:C0232118,0
1624,UMLS:C0014118,UMLS:C0086439,0
1625,UMLS:C0031039,UMLS:C0232267,0
1626,UMLS:C0031039,UMLS:C0013404,0
1627,UMLS:C0031039,UMLS:C0392680,1
1628,UMLS:C0031039,UMLS:C0578150,0
1629,UMLS:C0031039,UMLS:C0018800,0
1630,UMLS:C0031039,UMLS:C0020649,0
1631,UMLS:C0031039,UMLS:C0241235,0
1632,UMLS:C0031039,UMLS:C0427055,0
1633,UMLS:C0031039,UMLS:C0030193,0
1634,UMLS:C0031039,UMLS:C0028961,0
1635,UMLS:C0031039,UMLS:C0312422,0
1636,UMLS:C0031039,UMLS:C0728899,0
1637,UMLS:C0001973,UMLS:C0040822,0
1638,UMLS:C0001973,UMLS:C0233762,0
1639,UMLS:C0001973,UMLS:C0438696,0
1640,UMLS:C0001973,UMLS:C0424337,0
1641,UMLS:C0001973,UMLS:C0022107,0
1642,UMLS:C0001973,UMLS:C0150041,0
1643,UMLS:C0001973,UMLS:C0424000,0
1644,UMLS:C0001973,UMLS:C0233647,0
1645,UMLS:C0001973,UMLS:C0036572,0
1646,UMLS:C0001973,UMLS:C0237154,0
1647,UMLS:C0001973,UMLS:C0917801,0
1648,UMLS:C0001973,UMLS:C0041657,0
1649,UMLS:C0001973,UMLS:C0030318,0
1650,UMLS:C0001973,UMLS:C0238844,0
1651,UMLS:C0001973,UMLS:C0392680,1
1652,UMLS:C0032326,UMLS:C0013404,0
1653,UMLS:C0032326,UMLS:C0425560,0
1654,UMLS:C0032326,UMLS:C0019079,0
1655,UMLS:C0032326,UMLS:C0010200,0
1656,UMLS:C0032326,UMLS:C0020440,0
1657,UMLS:C0032326,UMLS:C0037580,0
1658,UMLS:C0032326,UMLS:C0242453,0
1659,UMLS:C0032326,UMLS:C0085631,0
1660,UMLS:C0011206,UMLS:C1273573,0
1661,UMLS:C0011206,UMLS:C0424092,0
1662,UMLS:C0011206,UMLS:C0020625,0
1663,UMLS:C0011206,UMLS:C0558089,0
1664,UMLS:C0011206,UMLS:C0424000,0
1665,UMLS:C0011206,UMLS:C0241526,0
1666,UMLS:C0011206,UMLS:C0233481,0
1667,UMLS:C0011206,UMLS:C0013144,0
1668,UMLS:C0011206,UMLS:C0233762,0
1669,UMLS:C0011206,UMLS:C0438696,0
1670,UMLS:C0011206,UMLS:C0015967,0
1671,UMLS:C0011206,UMLS:C0011991,0
1672,UMLS:C0027947,UMLS:C1096646,0
1673,UMLS:C0027947,UMLS:C0038002,0
1674,UMLS:C0027947,UMLS:C0028081,0
1675,UMLS:C0027947,UMLS:C0277797,1
1676,UMLS:C0027947,UMLS:C0221198,0
1677,UMLS:C0027947,UMLS:C1260880,0
1678,UMLS:C0027947,UMLS:C0085593,0
1679,UMLS:C0027947,UMLS:C0010200,0
1680,UMLS:C0027947,UMLS:C0746619,0
1681,UMLS:C0027947,UMLS:C0020598,0
1682,UMLS:C0027947,UMLS:C0028961,0
1683,UMLS:C0027947,UMLS:C0427629,0
1684,UMLS:C0027947,UMLS:C0476273,0
1685,UMLS:C0020433,UMLS:C0010520,0
1686,UMLS:C0020433,UMLS:C0231835,0
1687,UMLS:C0020433,UMLS:C0233070,0
1688,UMLS:C0020433,UMLS:C0428977,0
1689,UMLS:C0020433,UMLS:C0006157,0
1690,UMLS:C0020433,UMLS:C0332601,0
1691,UMLS:C0020433,UMLS:C0010200,0
1692,UMLS:C0020433,UMLS:C0231528,0
1693,UMLS:C0021400,UMLS:C0242143,0
1694,UMLS:C0021400,UMLS:C0015967,0
1695,UMLS:C0021400,UMLS:C0008033,0
1696,UMLS:C0021400,UMLS:C1260880,0
1697,UMLS:C0021400,UMLS:C0242429,0
1698,UMLS:C0021400,UMLS:C0231218,0
1699,UMLS:C0021400,UMLS:C0742985,0
1700,UMLS:C0021400,UMLS:C0436331,0
1701,UMLS:C0021400,UMLS:C0085593,0
1702,UMLS:C0021400,UMLS:C0240962,0
1703,UMLS:C0021400,UMLS:C0277873,0
1704,UMLS:C0021400,UMLS:C0013428,0
1705,UMLS:C0021400,UMLS:C0542073,0
1706,UMLS:C0021400,UMLS:C0018681,0
1707,UMLS:C0021400,UMLS:C0037383,0
1708,UMLS:C0021400,UMLS:C0037384,0
1709,UMLS:C0021400,UMLS:C0457097,0
1710,UMLS:C0021400,UMLS:C0392680,1
1711,UMLS:C0021400,UMLS:C0476273,0
1712,UMLS:C0021400,UMLS:C0312422,0
1713,UMLS:C0021400,UMLS:C0277794,0
1714,UMLS:C0439857,UMLS:C0728899,0
1715,UMLS:C0439857,UMLS:C0040822,0
1716,UMLS:C0439857,UMLS:C0085631,0
1717,UMLS:C0439857,UMLS:C0438696,0
1718,UMLS:C0439857,UMLS:C0237154,0
1719,UMLS:C0439857,UMLS:C0242453,0
1720,UMLS:C0439857,UMLS:C0023380,0
1721,UMLS:C0439857,UMLS:C0036572,0
1722,UMLS:C0439857,UMLS:C0231530,0
1723,UMLS:C0439857,UMLS:C0848340,0
1724,UMLS:C0439857,UMLS:C0150041,0
1725,UMLS:C0439857,UMLS:C0581911,0
1726,UMLS:C0439857,UMLS:C0034642,0
1727,UMLS:C0087086,UMLS:C0086439,0
1728,UMLS:C0087086,UMLS:C0003123,0
1729,UMLS:C0087086,UMLS:C0235396,0
1730,UMLS:C0087086,UMLS:C0392680,1
1731,UMLS:C0087086,UMLS:C0239981,0
1732,UMLS:C0087086,UMLS:C0033774,0
1733,UMLS:C0087086,UMLS:C0234233,0
1734,UMLS:C0087086,UMLS:C0578150,0
1735,UMLS:C0087086,UMLS:C0427055,0
1736,UMLS:C0087086,UMLS:C0042963,0
1737,UMLS:C0087086,UMLS:C0241252,0
1738,UMLS:C0008325,UMLS:C0859032,0
1739,UMLS:C0008325,UMLS:C0027497,0
1740,UMLS:C0008325,UMLS:C0000737,0
1741,UMLS:C0008325,UMLS:C0277977,0
1742,UMLS:C0008325,UMLS:C0016204,0
1743,UMLS:C0008325,UMLS:C0232488,0
1744,UMLS:C0008325,UMLS:C0030193,0
1745,UMLS:C0008325,UMLS:C0003962,0
1746,UMLS:C0008325,UMLS:C0011991,0
1747,UMLS:C0008325,UMLS:C0151878,0
1748,UMLS:C0008325,UMLS:C0425560,0
1749,UMLS:C0008325,UMLS:C0541992,0
1750,UMLS:C0008325,UMLS:C0232201,0
1751,UMLS:C0008325,UMLS:C0425449,0
1752,UMLS:C0008325,UMLS:C0009806,0
1753,UMLS:C0008325,UMLS:C0474505,0
1754,UMLS:C0008325,UMLS:C0702118,0
1755,UMLS:C0019291,UMLS:C0000737,0
1756,UMLS:C0019291,UMLS:C0231230,0
1757,UMLS:C0019291,UMLS:C0240805,0
1758,UMLS:C0019291,UMLS:C0042963,0
1759,UMLS:C0019291,UMLS:C0027497,0
1760,UMLS:C0019291,UMLS:C0231528,0
1761,UMLS:C0019291,UMLS:C0020625,0
1762,UMLS:C0019291,UMLS:C0234233,0
1763,UMLS:C0019291,UMLS:C0858924,0
1764,UMLS:C0019291,UMLS:C0231807,0
1765,UMLS:C0019291,UMLS:C0232766,0
1766,UMLS:C0019291,UMLS:C0744492,0
1767,UMLS:C0019291,UMLS:C0239832,0
1768,UMLS:C0019291,UMLS:C0018681,0
1769,UMLS:C0019291,UMLS:C0085636,0
1770,UMLS:C0149931,UMLS:C0002416,0
1771,UMLS:C0149931,UMLS:C0042963,0
1772,UMLS:C0149931,UMLS:C0012833,0
1773,UMLS:C0149931,UMLS:C0028643,0
1774,UMLS:C0149931,UMLS:C0027497,0
1775,UMLS:C0149931,UMLS:C0015967,0
1776,UMLS:C0149931,UMLS:C0038002,0
1777,UMLS:C0030312,UMLS:C0020639,0
1778,UMLS:C0030312,UMLS:C0015672,0
1779,UMLS:C0030312,UMLS:C0019080,0
1780,UMLS:C0030312,UMLS:C0231230,0
1781,UMLS:C0030312,UMLS:C0332601,0
1782,UMLS:C0030312,UMLS:C0241252,0
1783,UMLS:C0030312,UMLS:C0232488,0
1784,UMLS:C0008350,UMLS:C0042963,0
1785,UMLS:C0008350,UMLS:C0027497,0
1786,UMLS:C0008350,UMLS:C0000737,0
1787,UMLS:C0008350,UMLS:C0030193,0
1788,UMLS:C0008350,UMLS:C0332601,0
1789,UMLS:C0008350,UMLS:C0003962,0
1790,UMLS:C0008350,UMLS:C0205400,0
1791,UMLS:C0008350,UMLS:C0234233,0
1792,UMLS:C0008350,UMLS:C0011991,0
1793,UMLS:C0008350,UMLS:C0277797,1
1794,UMLS:C0008350,UMLS:C0030252,0
1795,UMLS:C0039239,UMLS:C0238705,0
1796,UMLS:C0039239,UMLS:C0038990,0
1797,UMLS:C0039239,UMLS:C0556346,0
1798,UMLS:C0039239,UMLS:C0438716,0
1799,UMLS:C0039239,UMLS:C0241158,0
1800,UMLS:C0039239,UMLS:C0425560,0
1801,UMLS:C0039239,UMLS:C0149746,0
1802,UMLS:C0039239,UMLS:C0392680,1
1803,UMLS:C0039239,UMLS:C0520888,0
1804,UMLS:C0039239,UMLS:C0042963,0
1805,UMLS:C0039239,UMLS:C0000737,0
1806,UMLS:C1258215,UMLS:C0549483,0
1807,UMLS:C1258215,UMLS:C0000727,0
1808,UMLS:C1258215,UMLS:C0740844,0
1809,UMLS:C1258215,UMLS:C0425491,0
1810,UMLS:C1258215,UMLS:C0232498,0
1811,UMLS:C1258215,UMLS:C0027497,0
1812,UMLS:C1258215,UMLS:C0234233,0
1813,UMLS:C1258215,UMLS:C0016204,0
1814,UMLS:C1258215,UMLS:C0011991,0
1815,UMLS:C1258215,UMLS:C0577559,0
1816,UMLS:C1258215,UMLS:C0277797,1
1817,UMLS:C1258215,UMLS:C0009806,0
1818,UMLS:C1258215,UMLS:C0205400,0
1819,UMLS:C1258215,UMLS:C0232995,0
1820,UMLS:C1258215,UMLS:C0000737,0
1821,UMLS:C0001511,UMLS:C0016204,0
1822,UMLS:C0001511,UMLS:C0030193,0
1823,UMLS:C0001511,UMLS:C0456091,0
1824,UMLS:C0001511,UMLS:C0233070,0
1825,UMLS:C0001511,UMLS:C0042963,0
1826,UMLS:C0001511,UMLS:C0034079,0
1827,UMLS:C0001511,UMLS:C0006157,0
1828,UMLS:C0001511,UMLS:C0392680,1
1829,UMLS:C0001511,UMLS:C0043096,0
1830,UMLS:C0001511,UMLS:C0231441,0
1831,UMLS:C0001511,UMLS:C1273573,0
1832,UMLS:C0001511,UMLS:C0233763,0
1833,UMLS:C0001511,UMLS:C0424000,0
1834,UMLS:C0011253,UMLS:C0240233,0
1835,UMLS:C0011253,UMLS:C0392701,0
1836,UMLS:C0011253,UMLS:C0150041,0
1837,UMLS:C0011253,UMLS:C0085631,0
1838,UMLS:C0011253,UMLS:C0233762,0
1839,UMLS:C0011253,UMLS:C0022107,0
1840,UMLS:C0011253,UMLS:C0917801,0
1841,UMLS:C0011253,UMLS:C0233647,0
1842,UMLS:C0011253,UMLS:C0455204,0
1843,UMLS:C0011253,UMLS:C0578859,0
1844,UMLS:C0011253,UMLS:C0233481,0
1845,UMLS:C0011253,UMLS:C0231187,0
1846,UMLS:C0011253,UMLS:C0558089,0
1847,UMLS:C0011253,UMLS:C0007398,0
1848,UMLS:C0011253,UMLS:C0438696,0
1849,UMLS:C0011253,UMLS:C0558261,0
1850,UMLS:C0011253,UMLS:C0312422,0
1851,UMLS:C0011253,UMLS:C0424109,0
1852,UMLS:C0011253,UMLS:C0338656,0
1853,UMLS:C0011253,UMLS:C0022107,0
1854,UMLS:C0011253,UMLS:C0085631,0
1855,UMLS:C0233472,UMLS:C0277794,0
1856,UMLS:C0233472,UMLS:C0917801,0
1857,UMLS:C0233472,UMLS:C0014394,0
1858,UMLS:C0233472,UMLS:C0376405,0
1859,UMLS:C0233472,UMLS:C0150041,0
1860,UMLS:C0233472,UMLS:C0233763,0
1861,UMLS:C0233472,UMLS:C0425251,0
1862,UMLS:C0233472,UMLS:C0242453,0
1863,UMLS:C0011127,UMLS:C0232257,0
1864,UMLS:C0011127,UMLS:C0871754,0
1865,UMLS:C0011127,UMLS:C0015967,0
1866,UMLS:C0011127,,0
